"source","date","assertionType","evidenceType","prefix","exactText","suffix","modality","statementType","comment","drug1Lab","drug1Type","drug1Role","dose1","drug2Lab","drug2Type","drug2Role","dose2","objectRegimens","objectFormulation","objectDuration","preciptRegimens","preciptFormulation","preciptDuration","numOfParticipants","auc","aucType","aucDirection","clearance","clearanceType","clearanceDirection","cmax","cmaxType","cmaxDirection","halflife","halflifeType","halflifeDirection"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/9c4bedb4-2d59-4fcd-aad7-fce988cd96d8.html","2016-02-29 14:37:32 -0700","DDI-clinical-trial","evidence-supports","  Fluvoxamine  ","The effect of fluvoxamine (25 mg b.i.d. for one week) on thioridazine steady-state concentration was evaluated in ten male inpatients with schizophrenia. Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased 3-fold following coadministration of fluvoxamine. Fluvoxamine and thioridazine should not be coadministered.","","ncit:positive","ncit:quantitative",,"sulforidazine","dikbD2R:metabolite","dikbD2R:object-drug-of-interaction","UNK","Fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","25","UNK","Oral","UNK","BID","Oral","7","10","3","Fold","Increase","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/43452bf8-76e7-47a9-a5d8-41fe84d061f0.html","2015-11-29 15:12:19 -0700","DDI-clinical-trial","evidence-supports","does not have enzyme inducing properties, specifically for the following cytochrome P450 isozymes: CYP1A2, CYP2C8, CYP2C9, CYP2C19, CYP3A4 and CYP3A5.   ","Dextromethorphan: A study in healthy volunteers showed that changes in the pharmacokinetics of dextromethorphan (80 mg dose) when a 3 mg dose of iloperidone was co-administered resulted in a 17% increase in total exposure and a 26% increase in the maximum plasma concentrations (Cmax)of dextromethorphan. Thus, an interaction between iloperidone and other CYP2D6 substrates is unlikely.","","ncit:positive","ncit:quantitative",,"dextromethorphan","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","80","iloperidone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","3","SD","Oral","1","SD","Oral","1","UNK","17","Percent","Increase","UNK","UNK","UNK","26","Percent","Increase","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html","2015-11-29 10:37:19 -0800","DDI-clinical-trial","evidence-challenges","","Phenytoin – Pretreatment for 7 days with 200 mg BID of nefazodone had no effect on the pharmacokinetics of a single 300 mg oral dose of phenytoin. However, due to the nonlinear pharmacokinetics of phenytoin, the failure to observe a significant effect on the single-dose pharmacokinetics of phenytoin does not preclude the possibility of a clinically significant interaction with nefazodone when phenytoin is dosed chronically. ","However, no change in the initial dosage of","ncit:negative","ncit:quantitative",,"nefazodone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","200","Phenytoin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","300","SD","Oral","1","BID","Oral","7","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/5f0c6f5f-b906-4c8f-8580-3939a476a1c1.html","2016-02-18 16:49:30 -0700","DDI-clinical-trial","evidence-supports","Drug-Drug Interaction Studies    Fluvoxamine    ","A pharmacokinetic study was conducted in 16 schizophrenic patients who received clozapine under steady-state conditions. After coadministration of fluvoxamine for 14 days, mean trough concentrations of clozapine and its metabolites, N-desmethylclozapine and clozapine N-oxide, were elevated about 3-fold compared to baseline steady-state concentrations.","","ncit:positive","ncit:quantitative",,"clozapine N-oxide","dikbD2R:metabolite","dikbD2R:object-drug-of-interaction","UNK","fluvoxamine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","UNK","UNK","Oral","UNK","UNK","Oral","14","16","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/827cf470-485d-4925-85f2-8933a6dea830.html","2016-03-14 17:27:36 -0400","drug-drug-interaction","evidence-supports","   Drug Interactions  ","Hepatic microsomal enzyme inducing agents, such as carbamazepine, were found to significantly increase the clearance of thiothixene. Patients receiving these drugs should be observed for signs of reduced thiothixene effectiveness4,5.","","ncit:positive","ncit:Qualitative","carbemazepine found to significantly increase the clearance of thiothixene","carbamazepine","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"thiothixene","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html","2015-11-27 13:29:38 -0800","DDI-clinical-trial","evidence-challenges","may be necessary when coadministered with nefazodone .  ","Lorazepam – When lorazepam (2 mg BID) and nefazodone (200 mg BID) were coadministered to steady state, there was no change in any pharmacokinetic parameter for either drug compared to each drug administered alone. Therefore, dosage adjustment is not necessary for either drug when coadministered.","","ncit:negative","ncit:quantitative",,"Lorazepam","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","5","nefazodone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","200","SD","Oral","1","BID","Oral","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4e1e5249-1cb7-4cc2-ad5a-cdeeee2f494f.html","2016-02-16 16:34:55 -0700","drug-drug-interaction","evidence-supports","potentiated the cognitive and motor effects of alcohol in a clinical trial in subjects with selected psychotic disorders, and alcoholic beverages should be limited while taking quetiapine .  ","Quetiapine exposure is increased by the prototype CYP3A4 inhibitors (e.g., ketoconazole, itraconazole, indinavir, ritonavir, nefazodone, etc.)","","ncit:positive","ncit:Qualitative","quetiapine exposure is increased by CYP3A4 inhibitors","indinavir","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"Quetiapine","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/aad8b373-0aec-4efb-8e61-3d8114b31127.html","2016-03-31 12:56:20 -0700","drug-drug-interaction","evidence-challenges","Pharmacokinetic data in the pediatric population are not available.   Drug-Drug Interactions:   ","Data from drug-drug interactions studies involving coadministration of gemfibrozil, niacin, itraconazole, erythromycin, tolbutamide or clopidogrel indicate that the PK disposition of fluvastatin is not significantly altered when fluvastatin is coadministered with any of these drugs.","","ncit:negative","ncit:Qualitative","PK disposition of fluvastatin is not significantly altered when fluvastatin is coadministered with erythromycin","erythromycin","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"fluvastatin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/4b0700c9-b417-4c3a-b36f-de461e125bd3.html","2015-11-29 13:52:49 -0700","DDI-clinical-trial","evidence-challenges","","Coadministration of aspirin 150 mg/day with multiple daily doses of BRINTELLIX had no significant inhibitory effect on platelet aggregation or pharmacokinetics of aspirin and salicylic acid [see Drug Interactions (7.4)].","","ncit:negative","ncit:quantitative",,"salicylic acid","dikbD2R:metabolite","dikbD2R:object-drug-of-interaction","150","BRINTELLIX","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","UNK","Daily","Oral","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNKUNUNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/520428f1-2cd5-447f-8782-c8505ce65b72.html","2016-03-30 16:16:27 -0700","drug-drug-interaction","evidence-supports","is metabolized by CYP3A4 but has no CYP3A4 inhibitory activity; therefore it is not expected to affect the plasma concentrations of other drugs metabolized by CYP3A4. ","Strong inhibitors of CYP3A4 (e.g., itraconazole, ketoconazole, posaconazole, voriconazole, clarithromycin, telithromycin, HIV protease inhibitors, boceprevir, telaprevir, nefazodone, erythromycin, and cobicistat-containing products), and grapefruit juice increase the risk of myopathy by reducing the elimination of lovastatin. (See CONTRAINDICATIONS, WARNINGS, Myopathy/Rhabdomyolysis, and CLINICAL PHARMACOLOGY, Pharmacokinetics.)","","ncit:positive","ncit:Qualitative","Nefazodone is a strong inhibitor of CYP3A4 and reduces the elimination of lovastatin","nefazodone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"lovastatin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/ba74e3cd-b06f-4145-b284-5fd6b84ff3c9.html","2016-04-11 16:06:57 -0700","drug-drug-interaction","evidence-challenges","Impact of Dabigatran on Other Drugs  ","In clinical studies exploring CYP3A4, CYP2C9, P-gp and other pathways, dabigatran did not meaningfully alter the pharmacokinetics of amiodarone, atorvastatin, clarithromycin, diclofenac, clopidogrel, digoxin, pantoprazole, or ranitidine.","","ncit:negative","ncit:Qualitative","dabigatran did not meaningfully alter the pharmacokinetics of clopidogrel","dabigatran","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"clopidogrel","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/aad8b373-0aec-4efb-8e61-3d8114b31127.html","2016-03-31 12:55:51 -0700","drug-drug-interaction","evidence-challenges","Pharmacokinetic data in the pediatric population are not available.   Drug-Drug Interactions:   ","Data from drug-drug interactions studies involving coadministration of gemfibrozil, niacin, itraconazole, erythromycin, tolbutamide or clopidogrel indicate that the PK disposition of fluvastatin is not significantly altered when fluvastatin is coadministered with any of these drugs.","","ncit:negative","ncit:Qualitative","PK disposition of fluvastatin is not significantly altered when fluvastatin is coadministered with itraconazole","itraconazole","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"fluvastatin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/2f44db39-e1d9-451e-ba31-e4b10366a430.html","2016-05-09 18:14:59 -0700","DDI-clinical-trial","evidence-challenges","Drugs with a Narrow Therapeutic Index  ","Digoxin: Zaleplon (10 mg) did not affect the pharmacokinetic or pharmacodynamic profile of digoxin (0.375 mg q24h for 8 days).","","ncit:negative","ncit:quantitative","Zaleplon did not affect the pharmacokinetic s of digoxin","Zaleplon","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","10","digoxin","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction",".375","QD","Oral","8","UNK","Oral","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/afad3051-9df2-4c54-9684-e8262a133af8.html","2015-12-08 19:35:35 -0700","DDI-clinical-trial","evidence-challenges","","Valproate: It is not necessary to adjust the LATUDA dose when used concomitantly with valproate. A dedicated drug-drug interaction study has not been conducted with valproate and LATUDA. Based on pharmacokinetic data from the bipolar depression studies valproate levels were not affected by lurasidone, and lurasidone concentrations were not affected by valproate. ","","ncit:negative","ncit:quantitative",,"lurasidone","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","UNK","valproate","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","UNK","UNK","Oral","UNK","UNK","Oral","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK","UNK"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/520428f1-2cd5-447f-8782-c8505ce65b72.html","2016-03-30 16:02:33 -0700","drug-drug-interaction","evidence-challenges","digoxin plasma concentrations .   ","Oral Hypoglycemic Agents: In pharmacokinetic studies of MEVACOR in hypercholesterolemic non-insulin dependent diabetic patients, there was no drug interaction with glipizide or with chlorpropamide (see CLINICAL PHARMACOLOGY, Clinical Studies).","","ncit:negative","ncit:Qualitative","There was no drug interaction with concomitant lovastatin and chlorpropamide (see CLINICAL PHARMACOLOGY, Clinical Studies)","MEVACOR","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"chlorpropamide","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/51ff7db5-aaf9-4c3c-86e6-958ebf16b60f.html","2015-11-27 13:11:00 -0800","DDI-clinical-trial","evidence-supports","    Alprazolam   ","When alprazolam (1 mg BID) and nefazodone (200 mg BID) were coadministered, steady-state peak concentrations, AUC and half-life values for alprazolam increased by approximately 2 fold.","","ncit:positive","ncit:quantitative",,"nefazodone","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction","200","alprazolam","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","1","BID","Oral","UNK","BID","Oral","UNK","UNK","2","Fold","Increase","UNK","UNK","UNK","2","Fold","Increase","2","Fold","Increase"
"http://dbmi-icode-01.dbmi.pitt.edu:80/DDI-labels/1a5a93be-7bc3-4714-9308-2fbfb8260e23.html","2016-02-29 17:07:32 -0500","drug-drug-interaction","evidence-supports","Phenothiazines can produce alpha-adrenergic blockade.  ","Concomitant administration of propranolol with phenothiazines results in increased plasma levels of both drugs.","","ncit:positive","ncit:Qualitative","Concomitant administration of propranolol with phenothiazines results in increased plasma levels of both drugs","phenothiazines","dikbD2R:active-ingredient","dikbD2R:precipitant-drug-of-interaction",,"propranolol","dikbD2R:active-ingredient","dikbD2R:object-drug-of-interaction","",,,,,,,,,,,,,,,,,,,
